id,query,product_title,product_description,median_relevance,query_in_title
6135,251,9299,13462,3.0,False
6138,8,28802,9061,2.0,False
6140,228,10699,9649,4.0,False
6141,190,24165,2032,4.0,False
6145,118,14110,9302,2.0,False
6146,222,17838,10961,3.0,False
6148,86,22921,4847,1.0,False
6150,171,23927,13054,3.0,False
6152,159,20039,15446,3.0,False
6153,230,22443,21551,4.0,False
6160,104,18410,16612,4.0,False
6161,238,1047,2665,4.0,True
6162,158,4228,3155,2.0,False
6163,20,22686,17072,3.0,False
6165,20,26999,9529,4.0,False
6166,115,13185,943,4.0,False
6168,154,10895,9508,4.0,False
6170,195,19438,11025,4.0,False
6171,87,15725,7638,4.0,False
6176,238,2350,2928,3.0,True
6179,45,17198,12939,2.0,False
6180,136,15825,14375,4.0,False
6181,218,28829,11057,4.0,False
6185,49,18371,4646,4.0,False
6187,136,6857,18627,3.0,False
6190,105,14546,11025,4.0,False
6193,208,23832,16657,4.0,False
6194,35,25413,17126,2.0,False
6197,153,5043,15375,3.0,False
6198,192,25377,11025,4.0,False
6200,157,28510,1279,4.0,False
6216,136,16015,4588,4.0,False
6217,104,4038,15137,2.0,False
6219,233,26957,8694,4.0,False
6220,175,20967,13060,4.0,False
6222,26,20966,20221,4.0,False
6225,35,501,11025,3.0,False
6232,23,3455,4775,4.0,False
6235,251,14669,21370,4.0,False
6238,169,24445,3953,3.0,False
6239,190,19107,17705,4.0,False
6241,191,14677,11169,2.0,False
6242,38,15587,1363,4.0,False
6243,155,3125,15191,4.0,False
6245,244,28284,1655,1.0,False
6249,180,21513,12545,4.0,False
6250,204,27719,6981,4.0,False
6251,219,3110,15187,4.0,False
6255,158,2155,12199,4.0,False
6258,12,2465,6190,3.0,False
6268,159,20006,973,3.0,False
6272,115,18983,11025,2.0,False
6273,134,26282,6025,4.0,False
6279,201,10478,11025,4.0,True
6280,157,3081,20755,1.0,False
6281,76,8552,6654,4.0,True
6283,134,27411,11025,4.0,False
6284,76,8548,11025,4.0,True
6285,13,7501,18243,1.0,False
6288,171,20568,16854,1.0,False
6292,29,4027,11025,2.0,False
6293,225,24434,18559,4.0,False
6294,45,16941,11025,2.0,False
6295,227,8103,11025,4.0,False
6297,106,22173,1525,4.0,False
6299,127,1893,19300,4.0,False
6306,33,16248,11025,4.0,False
6308,179,27280,11025,4.0,False
6314,195,19427,8842,1.0,False
6317,169,17514,11025,4.0,False
6322,230,22469,11025,4.0,False
6325,21,1627,11025,4.0,True
6327,139,12126,20732,2.0,False
6328,132,6632,12975,2.0,False
6331,247,19658,11833,2.0,False
6334,222,25289,8375,3.0,False
6342,48,9672,11025,1.0,False
6345,68,4414,19292,4.0,False
6346,202,23472,1014,4.0,False
6348,52,6102,4197,4.0,False
6349,14,21792,18794,3.0,False
6352,120,8374,9092,1.0,False
6362,92,6781,15566,1.0,False
6363,118,14153,16229,4.0,False
6373,21,9220,12405,4.0,True
6375,110,17439,11025,4.0,False
6376,92,10217,7746,4.0,False
6381,212,28174,1210,4.0,False
6382,174,5587,12921,3.0,False
6386,88,1532,11025,2.0,False
6389,52,6120,3649,4.0,False
6392,97,25870,4747,4.0,False
6395,159,20003,18981,3.0,False
6399,43,4309,3192,1.0,False
6402,101,16612,8532,4.0,False
6404,54,6560,4304,4.0,False
6407,127,28099,21695,4.0,False
6408,137,15885,4249,4.0,False
6410,92,5766,20924,1.0,False
6414,142,21586,11025,2.0,False
6415,243,14544,15260,2.0,False
6420,247,29419,12490,1.0,False
6422,166,26249,14460,4.0,False
6423,207,3915,11025,4.0,False
6424,37,7971,11025,1.0,False
6429,20,4661,2680,4.0,False
6430,114,13206,11025,1.0,False
6435,7,20616,21442,1.0,False
6442,212,6280,6121,4.0,False
6445,201,10443,11025,4.0,True
6449,81,8687,11025,4.0,False
6454,11,2193,12991,4.0,False
6464,99,13421,1560,4.0,False
6465,107,18741,12584,4.0,False
6466,122,2058,17507,4.0,False
6467,210,17570,11025,4.0,False
6481,169,20664,12279,4.0,False
6483,189,22007,18143,1.0,False
6493,100,10799,13471,4.0,True
6494,77,10706,1141,4.0,False
6496,140,23152,11025,4.0,False
6498,178,9606,11025,4.0,False
6499,246,18230,17195,3.0,False
6500,113,11429,18262,2.0,False
6502,74,21649,2012,4.0,False
6506,191,8861,4827,3.0,False
6512,248,14982,10090,1.0,False
6513,207,23735,9654,4.0,False
6514,213,15567,9972,3.0,False
6521,253,29145,7963,3.0,False
6524,45,17873,11025,2.0,False
6525,234,29422,11025,2.0,False
6529,221,11652,19011,4.0,False
6530,52,6029,11025,4.0,False
6534,179,3846,1194,4.0,False
6535,252,13529,15267,1.0,False
6540,238,15048,16010,4.0,True
6544,241,8767,6869,4.0,False
6547,162,23903,11025,2.0,False
6548,123,13862,14745,4.0,False
6552,222,17851,20061,4.0,False
6556,78,8954,6290,4.0,False
6558,111,15662,10366,4.0,False
6560,136,21369,7595,4.0,False
6563,219,22098,6509,4.0,False
6564,115,13221,11025,4.0,False
6571,250,26798,11025,4.0,False
6575,123,13919,9898,3.0,False
6579,36,29197,17656,3.0,False
6582,169,28140,21591,4.0,False
6588,140,15054,11025,4.0,False
6591,77,16197,10784,4.0,False
6593,175,21000,12720,4.0,False
6596,231,7906,5811,2.0,False
6597,229,6933,6307,2.0,False
6599,253,8976,8377,1.0,False
6604,132,20747,11025,2.0,False
6610,206,5203,11025,4.0,False
6617,164,25664,8372,1.0,False
6623,57,18180,11025,4.0,False
6627,157,9472,10160,2.0,False
6628,249,653,903,3.0,False
6629,37,4101,13514,3.0,False
6632,53,4967,3505,2.0,False
6637,254,7244,21152,1.0,False
6638,70,24887,7427,4.0,False
6640,231,25205,3311,2.0,False
6642,178,19136,1613,2.0,False
6647,108,10667,15960,2.0,False
6652,9,1842,11025,1.0,False
6657,205,8854,13118,1.0,False
6663,161,23953,16821,4.0,False
6665,45,17205,3411,1.0,False
6666,167,186,11025,4.0,False
6671,39,14618,7569,4.0,False
6674,211,24298,11025,3.0,False
6681,188,27379,11025,4.0,True
6684,97,19780,11025,4.0,False
6685,153,17088,20020,4.0,False
6691,12,2451,7494,2.0,False
6694,178,21383,12809,4.0,False
6697,191,9195,20413,3.0,False
6702,139,11881,8524,4.0,False
6705,231,251,11025,1.0,False
6709,107,25256,4885,4.0,False
6712,253,29134,11025,3.0,False
6715,24,5167,18497,2.0,False
6719,86,8863,10815,4.0,False
6723,184,1826,5876,4.0,False
6726,199,9542,7470,4.0,False
6727,95,27686,1956,2.0,False
6732,114,17273,5413,4.0,False
6733,222,25274,11025,3.0,False
6739,62,7032,4753,4.0,False
6742,230,27441,11025,4.0,False
6744,46,16813,7018,4.0,True
6746,204,24551,11931,4.0,False
6747,102,28960,858,3.0,False
6748,21,7228,3569,4.0,True
6749,167,9991,10664,2.0,False
6753,33,29066,21643,4.0,False
6756,106,12082,8530,3.0,False
6757,181,19323,11785,2.0,False
6761,147,18160,11182,4.0,False
6766,198,14882,3294,3.0,False
6778,119,28587,1397,4.0,False
6779,175,21035,16908,4.0,False
6781,158,16824,11025,2.0,False
6783,225,3320,11025,4.0,False
6789,37,23311,11025,3.0,False
6793,191,19895,11025,3.0,False
6794,186,16958,21176,4.0,False
6799,251,11239,10245,4.0,False
6804,223,13032,17358,4.0,False
6813,143,21930,5866,4.0,False
6814,67,7371,11025,4.0,False
6816,177,21194,7155,3.0,False
6819,200,59,11025,4.0,False
6822,101,8073,15424,4.0,False
6825,67,6191,13303,1.0,False
6826,61,2337,15114,4.0,False
6828,245,114,11025,1.0,False
6829,185,399,17107,4.0,False
6830,130,2562,615,1.0,False
6831,145,17985,11268,4.0,False
6833,116,27112,20870,4.0,False
6835,190,19075,12586,4.0,False
6838,177,21298,12779,3.0,False
6843,143,14337,20075,4.0,False
6844,245,7491,11025,4.0,False
6847,39,13777,16338,4.0,False
6850,171,11967,11025,4.0,False
6853,15,6392,11025,4.0,False
6855,140,10347,10433,4.0,False
6858,164,20442,12133,4.0,False
6859,21,25595,1354,4.0,True
6861,129,7601,12649,1.0,False
6866,222,794,418,4.0,False
6870,152,18650,8256,4.0,False
6872,205,21674,2095,3.0,False
6873,145,3833,11025,2.0,False
6885,196,9399,11025,3.0,False
6888,124,14015,19316,2.0,False
6889,135,29360,19945,4.0,False
6891,182,13083,21431,3.0,False
6895,181,22243,10894,4.0,False
6896,221,11812,11025,4.0,False
6897,35,13691,1645,4.0,False
6898,61,12493,16113,4.0,False
6899,98,20245,13809,1.0,False
6909,159,20029,11430,3.0,False
6910,99,2787,14044,4.0,False
6915,251,14662,10144,3.0,False
6917,89,1212,1905,2.0,False
6919,201,4833,11025,4.0,True
6922,124,923,11025,4.0,False
6923,221,3569,15242,4.0,False
6930,96,10521,20199,2.0,False
6931,184,2170,15103,4.0,False
6937,201,12917,16147,4.0,True
6939,208,21544,12836,4.0,False
6943,209,22867,651,4.0,False
6946,10,15465,2273,4.0,False
6947,187,4983,3509,4.0,False
6952,172,25909,17365,1.0,False
6953,194,22878,11025,4.0,False
6954,67,8317,11025,3.0,False
6956,170,10678,12199,4.0,False
6959,17,5696,11025,4.0,False
6960,136,15385,14365,4.0,False
6964,242,9069,15485,4.0,False
6967,92,10207,11025,4.0,False
6969,177,21248,11255,3.0,False
6976,207,23770,11025,2.0,False
6977,137,15772,7485,2.0,False
6981,254,741,21952,4.0,False
6985,48,10935,11025,1.0,False
6986,244,12512,16115,2.0,False
6988,15,410,11025,3.0,False
6989,246,18303,11025,3.0,False
6990,83,5748,15818,4.0,False
6995,84,24754,6709,1.0,False
6997,81,96,11025,4.0,False
6998,120,15427,12525,3.0,False
6999,185,11330,8189,1.0,False
7000,37,26789,13611,2.0,False
7011,201,12889,11782,3.0,True
7015,93,20793,17005,2.0,False
7017,102,28218,18955,4.0,False
7018,214,11114,11025,4.0,False
7030,115,17747,17437,2.0,False
7031,180,21405,10904,4.0,False
7035,84,27916,11025,4.0,False
7044,242,4896,3467,4.0,False
7047,0,26396,3300,4.0,False
7048,192,29453,20638,4.0,False
7055,140,18419,20686,2.0,False
7057,189,22309,19957,3.0,False
7062,213,15905,19755,4.0,False
7066,223,25780,19880,3.0,False
7068,195,19503,6027,2.0,False
7071,49,6878,11025,4.0,False
7077,136,3800,11875,3.0,False
7079,15,6391,130,2.0,False
7083,140,27806,21294,4.0,False
7084,89,29498,7375,3.0,False
7086,93,12523,11025,2.0,False
7093,138,15602,11025,1.0,False
7094,100,10853,15971,3.0,True
7096,34,16160,10775,4.0,False
7101,177,21181,11025,3.0,False
7105,240,4536,4340,4.0,False
7107,212,6274,15502,4.0,False
7108,177,21211,12775,4.0,False
7117,137,10546,11025,2.0,False
7118,19,25198,7513,4.0,False
7119,127,28099,3306,4.0,False
7125,81,98,11025,4.0,False
7127,239,27317,8849,4.0,False
7128,258,26774,17857,4.0,False
7130,182,27808,21295,4.0,False
7131,204,8155,17245,4.0,False
7133,168,1655,12852,4.0,False
7134,169,25090,14707,4.0,False
7138,251,14634,21481,4.0,False
7140,257,25571,11025,4.0,True
7145,41,15158,11025,1.0,False
7154,182,13082,21430,4.0,False
7155,49,4130,13131,4.0,False
7156,207,23777,6947,4.0,False
7159,49,25169,1156,4.0,False
7160,146,28947,16577,4.0,False
7161,248,18291,7413,4.0,False
7162,4,1180,6357,4.0,False
7166,124,13993,19310,3.0,False
7170,158,12948,7382,3.0,False
7171,74,12410,12786,3.0,False
7173,114,13501,11421,3.0,False
7176,46,13299,3646,3.0,True
7177,103,11041,8099,1.0,False
7178,144,18151,21232,4.0,False
7188,140,9248,8889,4.0,False
7190,22,3489,8870,4.0,False
7197,80,10548,1564,2.0,False
7200,198,28807,8690,1.0,False
7202,218,27834,19811,4.0,False
7204,185,14933,16318,1.0,False
7207,67,7351,18648,3.0,False
7214,37,16906,4510,1.0,False
7217,232,26928,19855,4.0,False
7218,112,4884,11025,4.0,False
7221,12,2536,2505,4.0,False
7226,115,13316,18898,3.0,False
7228,100,10786,11025,3.0,True
7232,134,7149,4801,3.0,False
7235,251,18946,11025,4.0,False
7237,87,9823,11025,4.0,False
7243,222,667,11025,4.0,False
7246,66,27817,11025,4.0,False
7247,119,2476,12634,1.0,False
7250,216,23876,11025,4.0,False
7251,253,29130,11025,4.0,False
7254,51,6787,7454,1.0,False
7255,14,21783,18788,3.0,False
7256,101,11556,15281,3.0,False
7259,11,2192,2399,4.0,False
7265,89,4401,15313,4.0,False
7267,134,22836,17090,4.0,False
7274,228,29079,10691,4.0,False
7275,253,9183,4717,3.0,False
7276,49,13676,9398,4.0,False
7284,88,28014,11025,3.0,False
7286,41,6775,3808,1.0,False
7288,252,1282,11025,4.0,False
7292,212,4781,1185,4.0,False
7293,107,18855,7528,2.0,False
7294,222,796,11025,4.0,False
7295,99,23527,17928,4.0,False
7298,11,10899,3523,2.0,False
7301,141,7192,6377,1.0,False
7305,125,14256,16259,4.0,False
7306,9,18450,7679,1.0,False
7307,223,25789,1568,4.0,False
7310,184,1809,11025,4.0,False
7312,26,11319,20626,4.0,False
7316,113,27318,11025,4.0,False
7317,210,24217,11025,4.0,False
7325,153,8436,6632,4.0,False
7328,28,28333,11025,4.0,True
7329,84,25036,3134,1.0,False
7331,157,28805,13828,2.0,False
7332,12,15368,19338,4.0,False
7333,98,15140,11025,4.0,False
7339,200,58,6054,4.0,False
7341,19,249,16026,4.0,False
7344,33,11405,12413,4.0,False
7347,130,12756,7181,4.0,False
7349,23,3499,17387,4.0,False
7361,139,16135,11025,4.0,False
7364,70,24897,8448,4.0,False
7368,216,7844,15920,4.0,False
7369,215,12162,20469,3.0,False
7372,122,384,11025,4.0,False
7373,138,20195,16815,1.0,False
7375,132,5105,6697,4.0,False
7376,76,8550,11025,4.0,True
7377,160,20151,20617,4.0,False
7379,116,27179,11025,4.0,False
7382,102,12580,7551,2.0,False
7383,123,13879,13341,4.0,False
7388,32,7894,5767,4.0,False
7389,8,28403,16752,3.0,False
7392,42,11343,12412,4.0,False
7393,68,8096,8788,4.0,False
7394,3,15543,6057,4.0,False
7396,236,24399,13927,3.0,False
7397,0,424,14772,1.0,False
7399,34,13620,1879,3.0,False
7402,166,26231,17381,4.0,False
7405,82,9331,20196,2.0,False
7409,115,13237,6730,4.0,False
7411,244,9381,17886,2.0,False
7412,37,5772,4956,2.0,False
7413,22,19045,10467,4.0,False
7427,86,1792,7399,1.0,False
7430,160,20175,12064,4.0,False
7434,74,12426,11025,4.0,False
7435,213,24438,19749,4.0,False
7439,239,27756,20207,4.0,False
7440,209,24954,10917,4.0,False
7445,170,951,21036,4.0,False
7447,184,3326,11235,4.0,False
7449,201,3283,19193,4.0,True
7455,74,4954,11025,4.0,False
7459,13,18978,16673,1.0,False
7463,19,16150,11025,4.0,False
7466,99,27504,11025,4.0,False
7468,87,2133,11025,4.0,False
7469,249,16100,11025,4.0,False
7471,189,22283,11025,2.0,False
7472,120,15955,11025,4.0,False
7476,167,4838,17026,4.0,False
7478,20,13467,1504,4.0,False
7479,260,2353,21358,1.0,False
7487,115,13275,19278,4.0,False
7490,168,6173,11025,4.0,False
7491,39,14620,11025,2.0,False
7492,158,10356,21255,3.0,False
7494,251,363,11025,4.0,False
7495,10,2006,8340,2.0,False
7505,73,17268,11025,4.0,False
7506,30,4060,3383,4.0,False
7507,30,19963,1823,2.0,False
7510,54,6580,4308,1.0,False
7517,28,24761,17767,4.0,True
7523,62,7038,7201,1.0,False
7525,96,10597,9013,2.0,False
7528,46,2446,15680,4.0,True
7534,39,25448,6633,2.0,False
7535,223,2357,18238,4.0,False
7538,164,27344,11025,3.0,False
7540,231,7009,11025,3.0,False
7542,54,6478,4298,4.0,False
7544,33,25027,11262,4.0,False
7547,172,22535,13241,2.0,False
7553,88,4177,10047,1.0,False
7558,123,14003,12528,3.0,False
7559,100,10746,8052,3.0,True
7562,24,10513,18907,1.0,False
7564,252,10551,7811,2.0,False
7570,201,3308,11025,4.0,True
7571,47,5517,15441,2.0,False
7576,13,7512,4992,3.0,False
7580,105,19653,20080,4.0,False
7586,175,21041,13264,4.0,False
7588,168,2895,15010,3.0,False
7589,200,14740,810,2.0,False
7590,112,6690,967,4.0,False
7594,249,7785,19963,3.0,False
7599,110,12897,11025,4.0,False
7601,204,760,10780,4.0,False
7605,14,4261,11427,3.0,False
7609,106,22174,12567,4.0,False
7610,113,28055,18446,4.0,False
7612,173,17623,11025,4.0,True
7614,223,8456,6643,3.0,False
7624,56,20701,16875,4.0,False
7639,13,7508,8054,3.0,False
7642,202,28770,21644,4.0,False
7643,231,14593,11025,2.0,False
7650,195,19349,11025,2.0,False
7652,177,21268,14076,4.0,False
7654,26,19156,11025,4.0,False
7657,220,10516,18305,4.0,False
7667,24,24957,20005,2.0,False
7671,24,20550,2707,2.0,False
7672,90,10083,14313,2.0,False
7676,48,14837,11025,2.0,False
7681,163,28973,11025,4.0,True
7688,27,25499,11025,2.0,False
7692,116,27097,7107,4.0,False
7699,32,16068,4586,4.0,False
7703,106,1674,17168,3.0,False
7705,3,15530,4344,4.0,False
7706,48,14507,11025,1.0,False
7710,187,4999,11025,4.0,False
7717,132,15282,9351,1.0,False
7719,155,15072,602,4.0,False
7723,97,29404,1790,3.0,False
7724,162,24027,7411,2.0,False
7725,119,28589,11025,4.0,False
7734,189,22345,20457,4.0,False
7735,17,10968,1731,4.0,False
7737,186,28987,3046,4.0,False
7739,101,9970,9755,4.0,False
7743,214,23133,11025,4.0,False
7744,35,7002,11025,4.0,False
7745,249,26769,10848,4.0,False
7746,54,6520,5591,4.0,False
7747,113,4479,17768,3.0,False
7750,259,29557,20246,4.0,False
7760,86,7015,3571,1.0,False
7762,118,14216,11025,4.0,False
7764,39,26369,11362,4.0,False
7766,137,15667,11025,1.0,False
7768,260,2352,21361,1.0,False
7772,186,12630,4568,4.0,False
7773,170,10674,499,4.0,False
7778,204,5233,21241,4.0,False
7780,156,8378,1442,4.0,False
7783,73,18765,8261,4.0,False
7785,63,7618,9204,2.0,True
7791,105,19647,20079,4.0,False
7793,87,7523,14019,2.0,False
7794,212,8999,4138,3.0,False
7795,157,25952,2375,3.0,False
7796,71,9432,21790,4.0,True
7799,210,24158,14680,4.0,False
7801,103,27032,17495,1.0,False
7805,198,21589,16643,2.0,False
7806,238,3305,8785,4.0,True
7808,125,23266,17991,4.0,False
7809,182,11369,11025,4.0,False
7814,186,28906,11025,4.0,False
7819,258,6283,6126,2.0,False
7820,93,11058,10052,1.0,False
7821,79,3540,20013,1.0,False
7824,215,6137,11025,3.0,False
7825,189,22332,13217,3.0,False
7832,60,12932,19267,3.0,False
7835,160,20180,11025,4.0,False
7838,208,9767,11025,3.0,False
7842,9,24100,637,4.0,False
7845,57,9058,15805,4.0,False
7848,130,1318,12529,1.0,False
7854,52,16805,8229,4.0,False
7856,110,12875,16535,4.0,False
7860,38,6856,10371,4.0,False
7865,121,23007,12339,2.0,False
7872,11,2205,11025,4.0,False
7875,70,15113,16349,2.0,False
7876,258,29389,11025,4.0,False
7880,206,21564,21016,3.0,False
7887,81,12582,19260,4.0,False
7890,186,12635,11025,3.0,False
7891,258,18339,17957,4.0,False
7892,198,4434,9719,1.0,False
7895,77,16186,17986,4.0,False
7896,24,1710,17778,2.0,False
7900,8,24824,1263,3.0,False
7902,176,27033,11025,4.0,False
7906,51,7517,3312,2.0,False
7910,200,14731,784,1.0,False
7911,154,10892,14160,2.0,False
7913,37,14763,11445,3.0,False
7914,180,21424,2911,4.0,False
7915,247,14773,11025,4.0,False
7916,177,21234,8859,4.0,False
7917,227,5153,9619,4.0,False
7920,56,20710,11025,4.0,False
7924,35,7848,15223,4.0,False
7925,225,3419,11025,4.0,False
7927,121,253,801,4.0,False
7929,62,12257,9776,2.0,False
7933,123,13841,18547,2.0,False
7934,131,6873,15179,2.0,False
7936,162,20839,12086,1.0,False
7938,236,6956,13763,2.0,False
7939,181,7880,5755,4.0,False
7940,53,3891,16970,4.0,False
7944,89,20922,11025,4.0,False
7946,216,26982,20827,4.0,False
7948,28,3867,11025,4.0,True
7950,116,27125,17518,4.0,False
7957,35,18785,18420,4.0,False
7960,140,24924,8944,4.0,False
7961,65,14579,13939,4.0,False
7964,208,23831,6334,4.0,False
7971,224,24416,856,1.0,False
7972,105,1483,13562,4.0,False
7975,117,13384,5370,4.0,False
7979,46,5189,20985,2.0,True
7980,55,6949,21827,4.0,False
7984,146,13047,6104,4.0,False
7989,115,13240,18934,4.0,False
7995,105,28415,20224,4.0,False
7996,55,26534,21395,4.0,False
8002,169,26708,11025,4.0,False
8003,38,6855,17897,4.0,False
8005,46,13482,12426,4.0,True
8007,187,6204,4239,4.0,False
8009,254,29337,15777,1.0,False
8013,79,26270,776,4.0,False
8014,22,18472,16619,4.0,False
8017,87,14888,11025,2.0,False
8018,125,14301,14011,3.0,False
8021,110,12864,9633,4.0,False
8022,96,10613,2930,2.0,False
8032,80,9029,750,3.0,False
8033,3,1149,10571,4.0,False
8038,257,27018,19836,4.0,True
8042,166,4619,12372,2.0,False
8049,216,19810,16473,4.0,False
8058,251,417,12201,4.0,False
8060,101,24862,11025,4.0,False
8066,90,10027,6383,3.0,False
8070,68,15424,20409,4.0,False
8071,219,5561,3638,4.0,False
8072,79,13135,14253,2.0,False
8073,58,5581,13477,4.0,False
8075,66,11806,11025,3.0,False
8076,78,6635,11038,2.0,False
8077,206,26674,3062,2.0,False
8078,251,9305,11534,3.0,False
8081,43,19278,6784,3.0,False
8088,192,11751,8969,3.0,False
8103,11,2204,576,4.0,False
8106,170,27232,17528,3.0,False
8107,120,7108,15773,1.0,False
8112,259,29660,11025,4.0,False
8113,207,23695,3185,4.0,False
8114,159,16465,11025,3.0,False
8116,94,22748,12712,3.0,False
8117,21,19721,11025,4.0,True
8118,186,27885,21002,3.0,False
8120,211,6430,11025,2.0,False
8123,6,23387,11025,2.0,False
8125,204,5263,11025,4.0,False
8128,110,12990,9640,2.0,False
8132,172,22537,12462,1.0,False
8134,108,1675,11025,4.0,False
8137,251,19623,9536,4.0,False
8139,49,13650,17901,4.0,False
8154,198,16672,18464,1.0,False
8155,68,22000,20460,3.0,False
8161,140,19447,11025,2.0,False
8164,231,4800,5924,2.0,False
8167,120,15427,20450,2.0,False
8168,57,18842,11469,4.0,False
8172,166,27637,4746,4.0,False
8174,118,14192,11025,4.0,False
8175,90,19890,11025,3.0,False
8176,145,18016,16575,4.0,False
8190,201,12356,9340,2.0,True
8191,197,26990,20832,2.0,False
8200,225,19033,16687,4.0,False
8202,30,25167,18177,2.0,False
8204,216,8309,1788,4.0,False
8205,61,4891,15653,4.0,False
8214,26,12402,16107,4.0,False
8219,253,29149,2258,4.0,False
8221,244,14323,14012,1.0,False
8225,109,24599,20482,4.0,False
8227,202,28773,11025,4.0,False
8234,68,5179,18710,4.0,False
8238,105,28423,11025,4.0,False
8246,177,21162,11025,2.0,False
8249,148,26007,11025,4.0,False
8255,37,22713,17075,1.0,False
8256,244,15915,14972,4.0,False
8258,89,8637,2717,4.0,False
8262,227,10912,605,4.0,False
8265,78,8957,12761,3.0,False
8267,17,7899,11025,4.0,False
8268,24,11369,11025,2.0,False
8273,20,14921,16306,4.0,False
8275,58,2444,12959,4.0,False
8279,204,23666,17177,4.0,False
8284,105,28781,4548,4.0,False
8288,84,25034,3134,2.0,False
8291,204,5226,3223,4.0,False
8293,251,14635,21543,4.0,False
8295,173,1853,11025,4.0,True
8296,29,22185,21968,2.0,False
8297,110,12945,11025,4.0,False
8300,144,28530,11025,4.0,False
8301,42,12253,16095,4.0,False
8304,177,21292,20099,3.0,False
8310,195,19501,11811,2.0,False
8312,21,3179,14440,3.0,True
8313,210,24162,3244,4.0,False
8314,40,9992,8107,1.0,False
8315,123,13883,11025,2.0,False
8319,20,22696,9527,4.0,False
8326,186,15536,11548,4.0,False
8327,58,7810,17879,4.0,False
8331,214,7706,5699,3.0,False
8333,53,23229,1174,1.0,False
8337,171,4858,15733,1.0,False
8342,47,13024,2107,3.0,False
8355,88,1033,17222,3.0,False
8360,198,8205,11025,1.0,False
8361,227,26985,3462,4.0,False
8363,258,6294,2421,3.0,False
8364,138,25563,16203,1.0,False
8368,61,12447,11025,4.0,False
8371,188,14794,11025,4.0,True
8376,76,8540,11025,4.0,True
8378,66,27817,5220,4.0,False
8379,43,19262,11775,4.0,False
8383,86,2131,11025,1.0,False
8386,248,6948,11025,4.0,False
8392,169,4182,10471,4.0,False
8395,186,8995,1968,4.0,False
8397,257,15184,8124,4.0,True
8398,17,7899,11025,4.0,False
8404,231,7767,11025,2.0,False
8406,100,10719,18946,4.0,True
8408,223,25745,20045,3.0,False
8411,39,10172,11025,4.0,False
8412,127,9891,3752,4.0,False
8414,136,21371,9134,4.0,False
8417,20,14925,9520,4.0,False
8432,57,9041,601,4.0,False
8436,227,8106,20063,4.0,False
8438,169,10566,11025,4.0,False
8440,151,15843,7063,4.0,False
8443,93,8113,6082,2.0,False
8444,243,27833,11474,3.0,False
8452,61,9947,11025,4.0,False
8454,170,11531,20578,2.0,False
8457,167,264,11025,4.0,False
8460,33,29415,21731,4.0,False
8463,16,2812,12879,4.0,False
8464,3,1211,7683,4.0,False
8465,225,3287,11889,4.0,False
8479,5,16172,3387,2.0,True
8485,103,9441,14255,2.0,False
8486,23,3504,15239,4.0,False
8489,7,19093,10498,4.0,False
8492,117,13373,14878,4.0,False
8493,181,20610,12229,4.0,False
8499,255,16447,16411,2.0,False
8501,163,20354,12126,4.0,True
8504,39,14614,21069,4.0,False
8520,26,4302,10088,4.0,False
8524,71,17168,7723,4.0,True
8534,102,9786,4722,1.0,False
8535,52,5916,11025,4.0,False
8540,121,493,12221,2.0,False
8541,52,6046,11025,4.0,False
8542,252,6307,17808,4.0,False
8546,82,11824,19082,3.0,False
8549,173,1851,15378,4.0,True
8554,47,26057,1291,4.0,False
8556,46,5973,7726,4.0,True
8557,67,7318,11025,4.0,False
8558,114,13327,11025,3.0,False
8560,76,8499,20396,4.0,True
8562,15,2653,7339,4.0,False
8564,231,25700,2168,3.0,False
8572,127,3779,11283,2.0,False
8574,217,28237,3190,4.0,False
8575,203,25613,16640,3.0,False
8576,228,13630,11714,3.0,False
8577,56,20697,8103,4.0,False
8578,243,22825,18744,4.0,False
8579,220,7813,1718,4.0,False
8581,58,1481,17973,3.0,False
8585,171,2081,11508,1.0,False
8586,130,11646,11025,3.0,False
8587,87,15707,7634,4.0,False
8591,211,15313,11025,3.0,False
8593,71,6051,1188,4.0,True
8597,76,8554,19164,4.0,True
8601,110,16822,13746,2.0,False
8603,229,14396,20191,2.0,False
8608,108,673,18160,2.0,False
8613,67,809,21919,2.0,False
8615,83,1218,6029,2.0,False
8616,71,14409,16764,4.0,True
8617,188,27366,11025,4.0,True
8618,37,2168,18054,4.0,False
8620,230,21688,11025,4.0,False
8621,217,15687,11025,4.0,False
8624,162,20232,12582,2.0,False
8627,170,18939,5761,4.0,False
8628,190,17344,11025,3.0,False
8630,4,9377,14536,2.0,False
8633,239,590,815,4.0,False
8634,105,13578,11025,4.0,False
8635,147,18145,6013,4.0,False
8643,54,6527,12389,4.0,False
8645,251,12124,4219,4.0,False
8650,124,13906,4814,3.0,False
8652,207,23700,20567,3.0,False
8654,8,22612,1355,2.0,False
8655,252,28365,6766,4.0,False
8656,212,4344,11025,3.0,False
8658,225,3346,11025,4.0,False
8661,163,20331,11336,4.0,True
8663,234,6305,15506,2.0,False
8664,220,27889,20214,4.0,False
8667,94,9895,7657,4.0,False
8668,163,20344,15802,4.0,True
8669,65,8838,21842,4.0,False
8670,34,3080,5893,4.0,False
8671,248,6962,11025,3.0,False
8673,216,22642,6328,4.0,False
8675,61,7096,11025,4.0,False
8677,152,18636,11025,3.0,False
8681,84,6330,4265,3.0,False
8682,251,14661,16278,3.0,False
8684,138,25564,16204,1.0,False
8689,184,21866,11025,4.0,False
